Note: Gene name with symbol '#' represents it is Wnt pathway components validated by literature study. The last colomn is the path socre.,,,,,,,,
W08D2.1 #,C01G6.8 #,C34F11.9 #,T05C12.6 #,F44B9.6,F13G3.1,W10C8.2 #,T23D8.9 #,0.49571366
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,F13G3.1,T07C4.6,W10C8.2 #,T23D8.9 #,0.48287481
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T07C4.6,F13G3.1,W10C8.2 #,T23D8.9 #,0.482874809
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,F13G3.1,T22H9.4,W10C8.2 #,T23D8.9 #,0.482874628
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T07C4.6,T22H9.4,W10C8.2 #,T23D8.9 #,0.482874626
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,F13G3.1,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.482513672
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T07C4.6,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.48251367
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,F13G3.1,C07A12.1,W10C8.2 #,T23D8.9 #,0.47812242
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T07C4.6,C07A12.1,W10C8.2 #,T23D8.9 #,0.478122419
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,F53F8.1,T07C4.6,W10C8.2 #,T23D8.9 #,0.474105063
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,F53F8.1,F13G3.1,W10C8.2 #,T23D8.9 #,0.474105063
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,R11E3.6 #,F13G3.1,W10C8.2 #,T23D8.9 #,0.472628058
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,F53F8.1,T22H9.4,W10C8.2 #,T23D8.9 #,0.471402836
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T28F12.2,F13G3.1,W10C8.2 #,T23D8.9 #,0.467451038
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,F53F8.1,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.465886759
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T28F12.2,T22H9.4,W10C8.2 #,T23D8.9 #,0.462581758
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,Y51H4A.4,T07C4.6,W10C8.2 #,T23D8.9 #,0.462438219
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,Y51H4A.4,F13G3.1,W10C8.2 #,T23D8.9 #,0.462438219
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,Y51H4A.4,T22H9.4,W10C8.2 #,T23D8.9 #,0.462438036
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,Y51H4A.4,C07A12.1,W10C8.2 #,T23D8.9 #,0.457685829
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,C34C6.6,F13G3.1,W10C8.2 #,T23D8.9 #,0.457129822
W08D2.1 #,C01G6.8 #,C34F11.9 #,T11B7.4,F44G3.9,F13G3.1,W10C8.2 #,T23D8.9 #,0.451072018
W08D2.1 #,C01G6.8 #,C34F11.9 #,T11B7.4,F44G3.9,T07C4.6,W10C8.2 #,T23D8.9 #,0.451072016
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,Y45G5AM.1,F13G3.1,W10C8.2 #,T23D8.9 #,0.450852986
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,Y45G5AM.1,T22H9.4,W10C8.2 #,T23D8.9 #,0.450852803
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,Y45G5AM.1,T07C4.6,W10C8.2 #,T23D8.9 #,0.450769346
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,Y45G5AM.1,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.450339609
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T22B7.1,T07C4.6,W10C8.2 #,T23D8.9 #,0.450130315
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T22B7.1,F13G3.1,W10C8.2 #,T23D8.9 #,0.450130315
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T22B7.1,T22H9.4,W10C8.2 #,T23D8.9 #,0.450130132
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T22B7.1,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.449769176
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,C26E6.2,F13G3.1,W10C8.2 #,T23D8.9 #,0.449014309
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,C26E6.2,T07C4.6,W10C8.2 #,T23D8.9 #,0.448813189
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T22B7.1,C07A12.1,W10C8.2 #,T23D8.9 #,0.445377925
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,R11E3.6 #,T22H9.4,W10C8.2 #,T23D8.9 #,0.44388156
W08D2.1 #,C01G6.8 #,C34F11.9 #,ZC395.8,F13G3.1,T07C4.6,W10C8.2 #,T23D8.9 #,0.442996157
W08D2.1 #,C01G6.8 #,C34F11.9 #,ZC395.8,F13G3.1,T22H9.4,W10C8.2 #,T23D8.9 #,0.442995974
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,F53F8.1,C07A12.1,W10C8.2 #,T23D8.9 #,0.442708702
W08D2.1 #,C01G6.8 #,C34F11.9 #,ZC395.8,F13G3.1,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.442635019
W08D2.1 #,C01G6.8 #,C34F11.9 #,C25G4.4,F13G3.1,T07C4.6,W10C8.2 #,T23D8.9 #,0.442418957
W08D2.1 #,C01G6.8 #,C34F11.9 #,C25G4.4,F13G3.1,T22H9.4,W10C8.2 #,T23D8.9 #,0.442418774
W08D2.1 #,C01G6.8 #,C34F11.9 #,C25G4.4,F13G3.1,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.442057818
W08D2.1 #,C01G6.8 #,C34F11.9 #,C28H8.9,F13G3.1,T07C4.6,W10C8.2 #,T23D8.9 #,0.441193406
W08D2.1 #,C01G6.8 #,C34F11.9 #,C28H8.9,F13G3.1,T22H9.4,W10C8.2 #,T23D8.9 #,0.441193223
W08D2.1 #,C01G6.8 #,C34F11.9 #,C28H8.9,F13G3.1,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.440832267
W08D2.1 #,C01G6.8 #,C34F11.9 #,T11B7.4,W05H7.4,F13G3.1,W10C8.2 #,T23D8.9 #,0.439191469
W08D2.1 #,C01G6.8 #,C34F11.9 #,ZC395.8,F13G3.1,C07A12.1,W10C8.2 #,T23D8.9 #,0.438243767
W08D2.1 #,C01G6.8 #,C34F11.9 #,C25G4.4,F13G3.1,C07A12.1,W10C8.2 #,T23D8.9 #,0.437666567
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,F13G3.1,C49A1.4,W10C8.2 #,T23D8.9 #,0.437528442
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,T07C4.6,C49A1.4,W10C8.2 #,T23D8.9 #,0.43752844
W08D2.1 #,C01G6.8 #,C34F11.9 #,C05D10.1,F13G3.1,T07C4.6,W10C8.2 #,T23D8.9 #,0.43736662
W08D2.1 #,C01G6.8 #,C34F11.9 #,C05D10.1,F13G3.1,T22H9.4,W10C8.2 #,T23D8.9 #,0.437366437
W08D2.1 #,C01G6.8 #,C34F11.9 #,C05D10.1,F13G3.1,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.437005481
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,C07A12.1,T07C4.6,W10C8.2 #,T23D8.9 #,0.43695542
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,C07A12.1,F13G3.1,W10C8.2 #,T23D8.9 #,0.43695542
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,C07A12.1,T22H9.4,W10C8.2 #,T23D8.9 #,0.436955238
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,C07A12.1,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.436594282
W08D2.1 #,C01G6.8 #,C34F11.9 #,C28H8.9,F13G3.1,C07A12.1,W10C8.2 #,T23D8.9 #,0.436441016
W08D2.1 #,C01G6.8 #,C34F11.9 #,C44F1.2,F13G3.1,T07C4.6,W10C8.2 #,T23D8.9 #,0.434951778
W08D2.1 #,C01G6.8 #,C34F11.9 #,C44F1.2,F13G3.1,T22H9.4,W10C8.2 #,T23D8.9 #,0.434951595
W08D2.1 #,C01G6.8 #,C34F11.9 #,T05C12.6 #,ZC395.8,F13G3.1,W10C8.2 #,T23D8.9 #,0.43490396
W08D2.1 #,C01G6.8 #,C34F11.9 #,C44F1.2,F13G3.1,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.434590639
W08D2.1 #,C01G6.8 #,C34F11.9 #,C05D10.1,F13G3.1,C07A12.1,W10C8.2 #,T23D8.9 #,0.43261423
W08D2.1 #,C01G6.8 #,C34F11.9 #,F44G3.9,R11E3.6 #,Y51H4A.4,W10C8.2 #,T23D8.9 #,0.43174177
